ID	Term	Type	Preferred_form
ECK120002853	ppiD	GENE	ppiD
ECK120001466	ppk	GENE	ppk
ECK120004100	pppA	GENE	pppA
ECK120000750	ppsA	GENE	ppsA
ECK120001116	ppsR	GENE	ppsR
ECK120001697	pptA	GENE	pptA
ECK120001369	ppx	GENE	ppx
ECK120003090	pqiA	GENE	pqiA
ECK120003091	pqiB	GENE	pqiB
ECK120001683	pqqL	GENE	pqqL
ECK120000751	prc	GENE	prc
ECK120001262	preA	GENE	preA
ECK120003723	preT	GENE	preT
ECK120000752	prfA	GENE	prfA
ECK120000753	prfB	GENE	prfB
ECK120002018	prfC	GENE	prfC
ECK120001452	prfH	GENE	prfH
ECK120000754	priA	GENE	priA
ECK120000755	priB	GENE	priB
ECK120000756	priC	GENE	priC
ECK120002233	prkB	GENE	prkB
ECK120001405	prlC	GENE	prlC
ECK120000944	prlF	GENE	prlF
ECK120001453	prmA	GENE	prmA
ECK120002301	prmB	GENE	prmB
ECK120002282	prmC	GENE	prmC
ECK120000758	proA	GENE	proA
ECK120000759	proB	GENE	proB
ECK120000760	proC	GENE	proC
ECK120002508	proK	GENE	proK
ECK120002509	proL	GENE	proL
ECK120002510	proM	GENE	proM
ECK120001560	proP	GENE	proP
ECK120002409	proQ	GENE	proQ
ECK120000761	proS	GENE	proS
ECK120000762	proV	GENE	proV
ECK120000763	proW	GENE	proW
ECK120000764	proX	GENE	proX
ECK120002845	proY	GENE	proY
ECK120002814	prpB	GENE	prpB
ECK120002815	prpC	GENE	prpC
ECK120002816	prpD	GENE	prpD
ECK120002817	prpE	GENE	prpE
ECK120002813	prpR	GENE	prpR
ECK120000765	prs	GENE	prs
ECK120000766	psd	GENE	psd
ECK120001189	psiE	GENE	psiE
ECK120001367	psiF	GENE	psiF
ECK120000767	pspA	GENE	pspA
ECK120000768	pspB	GENE	pspB
ECK120000769	pspC	GENE	pspC
ECK120000770	pspD	GENE	pspD
ECK120000771	pspE	GENE	pspE
ECK120002219	pspF	GENE	pspF
ECK120001861	pspG	GENE	pspG
ECK120002575	psrD	GENE	psrD
ECK120002582	psrO	GENE	psrO
ECK120000772	pssA	GENE	pssA
ECK120000773	pstA	GENE	pstA
ECK120000774	pstB	GENE	pstB
ECK120000775	pstC	GENE	pstC
ECK120000725	pstS	GENE	pstS
ECK120001950	psuG	GENE	psuG
ECK120001590	psuK	GENE	psuK
ECK120002445	pta	GENE	pta
ECK120000776	pth	GENE	pth
ECK120000777	ptrA	GENE	ptrA
ECK120000993	ptrB	GENE	ptrB
ECK120001835	ptsA	GENE	ptsA
ECK120000778	ptsG	GENE	ptsG
ECK120000779	ptsH	GENE	ptsH
ECK120000780	ptsI	GENE	ptsI
ECK120001625	ptsN	GENE	ptsN
ECK120002077	ptsP	GENE	ptsP
ECK120000781	purA	GENE	purA
ECK120001285	purB	GENE	purB
ECK120000782	purC	GENE	purC
ECK120000783	purD	GENE	purD
ECK120000784	purE	GENE	purE
ECK120000785	purF	GENE	purF
ECK120000786	purH	GENE	purH
ECK120000787	purK	GENE	purK
ECK120000788	purL	GENE	purL
ECK120000789	purM	GENE	purM
ECK120000790	purN	GENE	purN
ECK120001663	purP	GENE	purP
ECK120000791	purR	GENE	purR
ECK120001743	purT	GENE	purT
ECK120001751	purU	GENE	purU
ECK120000792	putA	GENE	putA
ECK120000793	putP	GENE	putP
ECK120003239	puuA	GENE	puuA
ECK120001754	puuB	GENE	puuB
ECK120000033	puuC	GENE	puuC
ECK120003240	puuD	GENE	puuD
ECK120003241	puuE	GENE	puuE
ECK120003238	puuP	GENE	puuP
ECK120002286	puuR	GENE	puuR
ECK120000794	pykA	GENE	pykA
ECK120000795	pykF	GENE	pykF
ECK120000796	pyrB	GENE	pyrB
ECK120000797	pyrC	GENE	pyrC
ECK120000798	pyrD	GENE	pyrD
ECK120000799	pyrE	GENE	pyrE
ECK120000800	pyrF	GENE	pyrF
ECK120000801	pyrG	GENE	pyrG
ECK120001493	pyrH	GENE	pyrH
ECK120000802	pyrI	GENE	pyrI
ECK120001252	pyrL	GENE	pyrL
ECK120002873	qmcA	GENE	qmcA
ECK120001448	qor	GENE	qor
ECK120004133	qseB	GENE	qseB
ECK120002348	qseC	GENE	qseC
ECK120000803	queA	GENE	queA
ECK120002856	queC	GENE	queC
ECK120003996	queD	GENE	queD
ECK120004006	queE	GENE	queE
ECK120004015	queF	GENE	queF
ECK120004339	queG	GENE	queG
ECK120000804	racC	GENE	racC
ECK120003275	racR	GENE	racR
ECK120001269	radA	GENE	radA
ECK120001134	raiA	GENE	raiA
ECK120002355	rarA	GENE	rarA
ECK120001428	rarD	GENE	rarD
ECK120003926	ratA	GENE	ratA
ECK120003925	ratB	GENE	ratB
ECK120001670	ravA	GENE	ravA
ECK120002732	rayT	GENE	rayT
ECK120002108	rbbA	GENE	rbbA
ECK120001160	rbfA	GENE	rbfA
ECK120003751	rbn	GENE	rbn
ECK120000805	rbsA	GENE	rbsA
ECK120000806	rbsB	GENE	rbsB
ECK120000807	rbsC	GENE	rbsC
ECK120000808	rbsD	GENE	rbsD
ECK120000809	rbsK	GENE	rbsK
ECK120000810	rbsR	GENE	rbsR
ECK120001830	rcbA	GENE	rcbA
ECK120003720	rcnA	GENE	rcnA
ECK120003721	rcnB	GENE	rcnB
ECK120003719	rcnR	GENE	rcnR
ECK120000811	rcsA	GENE	rcsA
ECK120000812	rcsB	GENE	rcsB
ECK120000813	rcsC	GENE	rcsC
ECK120002250	rcsD	GENE	rcsD
ECK120001458	rcsF	GENE	rcsF
ECK120004091	rdgB	GENE	rdgB
ECK120002055	rdgC	GENE	rdgC
ECK120002656	rdlA	GENE	rdlA
ECK120002658	rdlB	GENE	rdlB
ECK120002660	rdlC	GENE	rdlC
ECK120002627	rdlD	GENE	rdlD
ECK120001763	rdoA	GENE	rdoA
ECK120000814	recA	GENE	recA
ECK120000815	recB	GENE	recB
ECK120000816	recC	GENE	recC
ECK120000817	recD	GENE	recD
ECK120000818	recE	GENE	recE
ECK120000819	recF	GENE	recF
ECK120000820	recG	GENE	recG
ECK120000821	recJ	GENE	recJ
ECK120000822	recN	GENE	recN
ECK120000823	recO	GENE	recO
ECK120000824	recQ	GENE	recQ
ECK120000825	recR	GENE	recR
ECK120001828	recT	GENE	recT
ECK120001986	recX	GENE	recX
ECK120000826	relA	GENE	relA
ECK120000827	relB	GENE	relB
ECK120001115	relE	GENE	relE
ECK120001113	rem	GENE	rem
ECK120002906	renD	GENE	renD
ECK120000828	rep	GENE	rep
ECK120000829	rfaD	GENE	rfaD
ECK120004146	rfaE	GENE	rfaE
ECK120000830	rfaH	GENE	rfaH
ECK120001388	rfaL	GENE	rfaL
ECK120001319	rfaS	GENE	rfaS
ECK120001390	rfaZ	GENE	rfaZ
ECK120001903	rfbA	GENE	rfbA
ECK120002273	rfbB	GENE	rfbB
ECK120001904	rfbC	GENE	rfbC
ECK120002272	rfbD	GENE	rfbD
ECK120001905	rfbX	GENE	rfbX
ECK120000831	rfe	GENE	rfe
ECK120001419	rffA	GENE	rffA
ECK120001418	rffC	GENE	rffC
ECK120001415	rffD	GENE	rffD
ECK120001414	rffE	GENE	rffE
ECK120001416	rffG	GENE	rffG
ECK120001417	rffH	GENE	rffH
ECK120001421	rffM	GENE	rffM
ECK120004311	rffT	GENE	rffT
ECK120001798	rhaA	GENE	rhaA
ECK120001799	rhaB	GENE	rhaB
ECK120001797	rhaD	GENE	rhaD
ECK120001796	rhaM	GENE	rhaM
ECK120000833	rhaR	GENE	rhaR
ECK120000834	rhaS	GENE	rhaS
ECK120001284	rhaT	GENE	rhaT
ECK120000835	rhlB	GENE	rhlB
ECK120001213	rhlE	GENE	rhlE
ECK120000836	rho	GENE	rho
ECK120002284	rhoL	GENE	rhoL
ECK120000837	rhsA	GENE	rhsA
ECK120000838	rhsB	GENE	rhsB
ECK120000839	rhsC	GENE	rhsC
ECK120000840	rhsD	GENE	rhsD
ECK120000008	rhsE	GENE	rhsE
ECK120002036	rhtA	GENE	rhtA
ECK120001431	rhtB	GENE	rhtB
ECK120001430	rhtC	GENE	rhtC
ECK120001302	ribA	GENE	ribA
ECK120000458	ribB	GENE	ribB
ECK120001372	ribC	GENE	ribC
ECK120001292	ribD	GENE	ribD
ECK120001293	ribE	GENE	ribE
ECK120001067	ribF	GENE	ribF
ECK120004372	ridA	GENE	ridA
ECK120002965	rihA	GENE	rihA
ECK120001947	rihB	GENE	rihB
ECK120001070	rihC	GENE	rihC
ECK120000841	rimI	GENE	rimI
ECK120000842	rimJ	GENE	rimJ
ECK120000843	rimK	GENE	rimK
ECK120000844	rimL	GENE	rimL
ECK120001136	rimM	GENE	rimM
ECK120003035	rimO	GENE	rimO
ECK120001161	rimP	GENE	rimP
ECK120002094	rlmA	GENE	rlmA
ECK120004341	rlmB	GENE	rlmB
ECK120003049	rlmC	GENE	rlmC
ECK120001223	rlmD	GENE	rlmD
ECK120001463	rlmE	GENE	rlmE
ECK120003016	rlmF	GENE	rlmF
ECK120004156	rlmG	GENE	rlmG
ECK120001229	rlmH	GENE	rlmH
ECK120003101	rlmI	GENE	rlmI
ECK120002118	rlmJ	GENE	rlmJ
ECK120003088	rlmL	GENE	rlmL
ECK120001728	rlmM	GENE	rlmM
ECK120002263	rlmN	GENE	rlmN
ECK120000845	rlpA	GENE	rlpA
ECK120002331	rluA	GENE	rluA
ECK120002288	rluB	GENE	rluB
ECK120001102	rluC	GENE	rluC
ECK120002003	rluD	GENE	rluD
ECK120003177	rluE	GENE	rluE
ECK120001849	rluF	GENE	rluF
ECK120002563	rmf	GENE	rmf
ECK120001434	rmuC	GENE	rmuC
ECK120000847	rna	GENE	rna
ECK120001568	rnb	GENE	rnb
ECK120000848	rnc	GENE	rnc
ECK120000849	rnd	GENE	rnd
ECK120000850	rne	GENE	rne
ECK120001272	rng	GENE	rng
ECK120000851	rnhA	GENE	rnhA
ECK120000852	rnhB	GENE	rnhB
ECK120002944	rnk	GENE	rnk
ECK120003933	rnlA	GENE	rnlA
ECK120003934	rnlB	GENE	rnlB
ECK120000853	rnpA	GENE	rnpA
ECK120002511	rnpB	GENE	rnpB
ECK120001234	rnr	GENE	rnr
ECK120001501	rnt	GENE	rnt
ECK120001334	rob	GENE	rob
ECK120000013	rodZ	GENE	rodZ
ECK120002717	rof	GENE	rof
ECK120004466	rpe	GENE	rpe
ECK120000854	rph	GENE	rph
ECK120001407	rpiA	GENE	rpiA
ECK120001759	rpiB	GENE	rpiB
ECK120004319	rpiR	GENE	rpiR
ECK120000855	rplA	GENE	rplA
ECK120000856	rplB	GENE	rplB
ECK120000857	rplC	GENE	rplC
ECK120000858	rplD	GENE	rplD
ECK120000859	rplE	GENE	rplE
ECK120000860	rplF	GENE	rplF
ECK120000861	rplI	GENE	rplI
ECK120000862	rplJ	GENE	rplJ
ECK120000863	rplK	GENE	rplK
ECK120000864	rplL	GENE	rplL
ECK120000865	rplM	GENE	rplM
ECK120000866	rplN	GENE	rplN
ECK120000867	rplO	GENE	rplO
ECK120000868	rplP	GENE	rplP
ECK120000869	rplQ	GENE	rplQ
ECK120000870	rplR	GENE	rplR
ECK120000871	rplS	GENE	rplS
ECK120000872	rplT	GENE	rplT
ECK120002560	rplU	GENE	rplU
ECK120000873	rplV	GENE	rplV
ECK120000874	rplW	GENE	rplW
ECK120000875	rplX	GENE	rplX
ECK120000876	rplY	GENE	rplY
ECK120002561	rpmA	GENE	rpmA
ECK120000877	rpmB	GENE	rpmB
ECK120000878	rpmC	GENE	rpmC
ECK120000879	rpmD	GENE	rpmD
ECK120000880	rpmE	GENE	rpmE
ECK120000881	rpmF	GENE	rpmF
ECK120000882	rpmG	GENE	rpmG
ECK120000883	rpmH	GENE	rpmH
ECK120001209	rpmI	GENE	rpmI
ECK120001210	rpmJ	GENE	rpmJ
ECK120000884	rpoA	GENE	rpoA
ECK120000885	rpoB	GENE	rpoB
ECK120000886	rpoC	GENE	rpoC
ECK120000887	rpoD	GENE	rpoD
ECK120001827	rpoE	GENE	rpoE
ECK120000888	rpoH	GENE	rpoH
ECK120000889	rpoN	GENE	rpoN
ECK120000503	rpoS	GENE	rpoS
ECK120000890	rpoZ	GENE	rpoZ
ECK120004022	rppH	GENE	rppH
ECK120002576	rprA	GENE	rprA
ECK120000891	rpsA	GENE	rpsA
ECK120000892	rpsB	GENE	rpsB
ECK120000893	rpsC	GENE	rpsC
ECK120000894	rpsD	GENE	rpsD
ECK120000895	rpsE	GENE	rpsE
ECK120000896	rpsF	GENE	rpsF
ECK120000897	rpsG	GENE	rpsG
ECK120000898	rpsH	GENE	rpsH
ECK120000899	rpsI	GENE	rpsI
ECK125122001	rpsI3'	GENE	rpsI3'
ECK120000900	rpsJ	GENE	rpsJ
ECK120000901	rpsK	GENE	rpsK
ECK120000902	rpsL	GENE	rpsL
ECK120000903	rpsM	GENE	rpsM
ECK120000904	rpsN	GENE	rpsN
ECK120000905	rpsO	GENE	rpsO
ECK120000906	rpsP	GENE	rpsP
ECK125121987	rpsP5'	GENE	rpsP5'
ECK120000907	rpsQ	GENE	rpsQ
ECK120000908	rpsR	GENE	rpsR
ECK120000909	rpsS	GENE	rpsS
ECK120000910	rpsT	GENE	rpsT
ECK120000911	rpsU	GENE	rpsU
ECK120001809	rraA	GENE	rraA
ECK120004380	rraB	GENE	rraB
ECK120002512	rrfA	GENE	rrfA
ECK120002513	rrfB	GENE	rrfB
ECK120002514	rrfC	GENE	rrfC
ECK120002515	rrfD	GENE	rrfD
ECK120002516	rrfE	GENE	rrfE
ECK120002533	rrfF	GENE	rrfF
ECK120002517	rrfG	GENE	rrfG
ECK120002518	rrfH	GENE	rrfH
ECK120002519	rrlA	GENE	rrlA
ECK120002520	rrlB	GENE	rrlB
ECK120002521	rrlC	GENE	rrlC
ECK120002522	rrlD	GENE	rrlD
ECK120002523	rrlE	GENE	rrlE
ECK120002524	rrlG	GENE	rrlG
ECK120002525	rrlH	GENE	rrlH
ECK120002918	rrrD	GENE	rrrD
ECK120003416	rrrQ	GENE	rrrQ
ECK120002526	rrsA	GENE	rrsA
ECK120002527	rrsB	GENE	rrsB
ECK120002528	rrsC	GENE	rrsC
ECK120002529	rrsD	GENE	rrsD
ECK120002530	rrsE	GENE	rrsE
ECK120002531	rrsG	GENE	rrsG
ECK120002532	rrsH	GENE	rrsH
ECK120001677	rsd	GENE	rsd
ECK120002216	rseA	GENE	rseA
ECK120003918	rseB	GENE	rseB
ECK120003917	rseC	GENE	rseC
ECK120002290	rseP	GENE	rseP
ECK120029424	rseX	GENE	rseX
ECK120001230	rsfS	GENE	rsfS
ECK120004337	rsgA	GENE	rsgA
ECK120000516	rsmA	GENE	rsmA
ECK120002059	rsmB	GENE	rsmB
ECK120004443	rsmC	GENE	rsmC
ECK120000337	rsmD	GENE	rsmD
ECK120002234	rsmE	GENE	rsmE
ECK120003595	rsmF	GENE	rsmF
ECK120000369	rsmG	GENE	rsmG
ECK120001073	rsmH	GENE	rsmH
ECK120004191	rsmI	GENE	rsmI
ECK120002117	rsmJ	GENE	rsmJ
ECK120003428	rspA	GENE	rspA
ECK120003427	rspB	GENE	rspB
ECK120002023	rssA	GENE	rssA
ECK120002024	rssB	GENE	rssB
ECK120003453	rstA	GENE	rstA
ECK120001211	rstB	GENE	rstB
ECK120001960	rsuA	GENE	rsuA
ECK120003460	rsxA	GENE	rsxA
ECK120003461	rsxB	GENE	rsxB
ECK120003462	rsxC	GENE	rsxC
ECK120003463	rsxD	GENE	rsxD
ECK120003465	rsxE	GENE	rsxE
ECK120003464	rsxG	GENE	rsxG
ECK120004292	rtcA	GENE	rtcA
ECK120004293	rtcB	GENE	rtcB
ECK120002224	rtcR	GENE	rtcR
ECK120003726	rtn	GENE	rtn
ECK120002661	rttR	GENE	rttR
ECK120002914	rusA	GENE	rusA
ECK120003123	rutA	GENE	rutA
ECK120003122	rutB	GENE	rutB
ECK120003121	rutC	GENE	rutC
ECK120003120	rutD	GENE	rutD
ECK120003119	rutE	GENE	rutE
ECK120003118	rutF	GENE	rutF
ECK120003117	rutG	GENE	rutG
ECK120002180	rutR	GENE	rutR
ECK120004475	ruvA	GENE	ruvA
ECK120004476	ruvB	GENE	ruvB
ECK120000914	ruvC	GENE	ruvC
ECK120002592	rybA	GENE	rybA
ECK120002591	rybB	GENE	rybB
ECK120002588	rydB	GENE	rydB
ECK120030076	rydC	GENE	rydC
ECK120002577	ryeA	GENE	ryeA
ECK120002594	ryeB	GENE	ryeB
ECK125122010	ryeF	GENE	ryeF
ECK120002590	ryfA	GENE	ryfA
ECK120030081	ryfB	GENE	ryfB
ECK120030083	ryfD	GENE	ryfD
ECK120002584	ryhB	GENE	ryhB
ECK120002587	ryjA	GENE	ryjA
ECK120030092	ryjB	GENE	ryjB
ECK120016288	rzoD	GENE	rzoD
ECK120016301	rzoR	GENE	rzoR
ECK120002919	rzpD	GENE	rzpD
ECK120001275	rzpQ	GENE	rzpQ
ECK120003281	rzpR	GENE	rzpR
ECK120003400	sad	GENE	sad
ECK120003379	safA	GENE	safA
ECK120001942	sanA	GENE	sanA
ECK120002676	sapA	GENE	sapA
ECK120002675	sapB	GENE	sapB
ECK120002674	sapC	GENE	sapC
ECK120002183	sapD	GENE	sapD
ECK120002184	sapF	GENE	sapF
ECK120000915	sbcB	GENE	sbcB
ECK120000916	sbcC	GENE	sbcC
ECK120001082	sbcD	GENE	sbcD
ECK120000917	sbmA	GENE	sbmA
ECK120001822	sbmC	GENE	sbmC
ECK120000918	sbp	GENE	sbp
ECK120001408	scpA	GENE	scpA
ECK120004078	scpB	GENE	scpB
ECK120004079	scpC	GENE	scpC
ECK120000919	sdaA	GENE	sdaA
ECK120001571	sdaB	GENE	sdaB
ECK120002043	sdaC	GENE	sdaC
ECK120000920	sdhA	GENE	sdhA
ECK120000921	sdhB	GENE	sdhB
ECK120000922	sdhC	GENE	sdhC
ECK120000923	sdhD	GENE	sdhD
ECK120000924	sdiA	GENE	sdiA
ECK120001879	sdsP	GENE	sdsP
ECK120001880	sdsQ	GENE	sdsQ
ECK120001881	sdsR	GENE	sdsR
ECK120000925	secA	GENE	secA
ECK120000926	secB	GENE	secB
ECK120000927	secD	GENE	secD
ECK120000928	secE	GENE	secE
ECK120000929	secF	GENE	secF
ECK120002000	secG	GENE	secG
ECK120001075	secM	GENE	secM
ECK120000757	secY	GENE	secY
ECK120000930	selA	GENE	selA
ECK120000931	selB	GENE	selB
ECK120002534	selC	GENE	selC
ECK120000932	selD	GENE	selD
ECK120002086	seqA	GENE	seqA
ECK120000933	serA	GENE	serA
ECK120000934	serB	GENE	serB
ECK120000935	serC	GENE	serC
ECK120000936	serS	GENE	serS
ECK120002535	serT	GENE	serT
ECK120002536	serU	GENE	serU
ECK120002537	serV	GENE	serV
ECK120002538	serW	GENE	serW
ECK120002539	serX	GENE	serX
ECK120001692	setA	GENE	setA
ECK120001951	setB	GENE	setB
ECK120001630	setC	GENE	setC
ECK120002898	sfmA	GENE	sfmA
ECK120002899	sfmC	GENE	sfmC
ECK120002900	sfmD	GENE	sfmD
ECK120002253	sfmF	GENE	sfmF
ECK120002901	sfmH	GENE	sfmH
ECK120000938	sfsA	GENE	sfsA
ECK120000649	sfsB	GENE	sfsB
ECK120002168	sgbE	GENE	sgbE
ECK120002166	sgbH	GENE	sgbH
ECK120002167	sgbU	GENE	sgbU
ECK120002320	sgcA	GENE	sgcA
ECK120015144	sgcB	GENE	sgcB
ECK120002321	sgcC	GENE	sgcC
ECK120004409	sgcE	GENE	sgcE
ECK120004410	sgcQ	GENE	sgcQ
ECK120004408	sgcR	GENE	sgcR
ECK120002322	sgcX	GENE	sgcX
ECK120001999	sgrR	GENE	sgrR
ECK120002667	sgrS	GENE	sgrS
ECK120033551	sgrT	GENE	sgrT
ECK120003653	shiA	GENE	shiA
ECK120035076	shoB	GENE	shoB
ECK120002595	sibA	GENE	sibA
ECK120002596	sibB	GENE	sibB
ECK120002597	sibC	GENE	sibC
ECK120002623	sibD	GENE	sibD
ECK120030085	sibE	GENE	sibE
ECK120002053	sieB	GENE	sieB
ECK120003786	sixA	GENE	sixA
ECK120001172	slmA	GENE	slmA
ECK120001820	slp	GENE	slp
ECK120000939	slt	GENE	slt
ECK120003471	slyA	GENE	slyA
ECK120003470	slyB	GENE	slyB
ECK120001606	slyD	GENE	slyD
ECK120001607	slyX	GENE	slyX
ECK120001552	smf	GENE	smf
ECK120001553	smg	GENE	smg
ECK120001716	smpB	GENE	smpB
ECK120003267	smrA	GENE	smrA
ECK120003777	smrB	GENE	smrB
ECK120002063	smtA	GENE	smtA
ECK120000942	sodA	GENE	sodA
ECK120000943	sodB	GENE	sodB
ECK120003475	sodC	GENE	sodC
ECK120000945	sohB	GENE	sohB
ECK120030087	sokA	GENE	sokA
ECK120002663	sokB	GENE	sokB
ECK120002653	sokC	GENE	sokC
ECK125121984	sokE	GENE	sokE
ECK125135289	sokX	GENE	sokX
ECK120003152	solA	GENE	solA
ECK120000946	soxR	GENE	soxR
ECK120000947	soxS	GENE	soxS
ECK120000948	speA	GENE	speA
ECK120000949	speB	GENE	speB
ECK120000950	speC	GENE	speC
ECK120000951	speD	GENE	speD
ECK120000952	speE	GENE	speE
ECK120000953	speF	GENE	speF
ECK120003431	speG	GENE	speG
ECK120002540	spf	GENE	spf
ECK120000955	spoT	GENE	spoT
ECK120000957	sppA	GENE	sppA
ECK120003725	spr	GENE	spr
ECK120003527	spy	GENE	spy
ECK125121999	spy3'	GENE	spy3'
ECK120001464	sra	GENE	sra
ECK120002574	sraA	GENE	sraA
ECK120002581	sraF	GENE	sraF
ECK120004460	srlA	GENE	srlA
ECK120000959	srlB	GENE	srlB
ECK120000960	srlD	GENE	srlD
ECK120000958	srlE	GENE	srlE
ECK120000963	srlR	GENE	srlR
ECK120000964	srmB	GENE	srmB
ECK120002641	sroA	GENE	sroA
ECK120002643	sroC	GENE	sroC
ECK120002644	sroD	GENE	sroD
ECK120002645	sroE	GENE	sroE
ECK120002646	sroG	GENE	sroG
ECK120002647	sroH	GENE	sroH
ECK120000965	ssb	GENE	ssb
ECK120001548	sseA	GENE	sseA
ECK120001549	sseB	GENE	sseB
ECK120004061	ssnA	GENE	ssnA
ECK120000966	sspA	GENE	sspA
ECK120000967	sspB	GENE	sspB
ECK120002542	ssrA	GENE	ssrA
ECK120002541	ssrS	GENE	ssrS
ECK120002374	sstT	GENE	sstT
ECK120003078	ssuA	GENE	ssuA
ECK120002226	ssuB	GENE	ssuB
ECK120003076	ssuC	GENE	ssuC
ECK120003077	ssuD	GENE	ssuD
ECK120003079	ssuE	GENE	ssuE
ECK120003194	stfE	GENE	stfE
ECK120003290	stfR	GENE	stfR
ECK120001392	sthA	GENE	sthA
ECK120001507	stpA	GENE	stpA
ECK120000968	sucA	GENE	sucA
ECK120000969	sucB	GENE	sucB
ECK120000970	sucC	GENE	sucC
ECK120000971	sucD	GENE	sucD
ECK120001346	sufA	GENE	sufA
ECK120003498	sufB	GENE	sufB
ECK120003497	sufC	GENE	sufC
ECK120003496	sufD	GENE	sufD
ECK120003494	sufE	GENE	sufE
ECK120003495	sufS	GENE	sufS
ECK120001564	sugE	GENE	sugE
ECK120000972	suhB	GENE	suhB
ECK120000973	sulA	GENE	sulA
ECK120000974	surA	GENE	surA
ECK120001750	surE	GENE	surE
ECK120003094	sxy	GENE	sxy
ECK120004014	syd	GENE	syd
ECK120004434	symE	GENE	symE
ECK120030093	symR	GENE	symR
ECK120004378	tabA	GENE	tabA
ECK120001340	tadA	GENE	tadA
ECK120000975	tag	GENE	tag
ECK120001731	talA	GENE	talA
ECK120001509	talB	GENE	talB
ECK120003395	tam	GENE	tam
ECK120004369	tamA	GENE	tamA
ECK120004370	tamB	GENE	tamB
ECK120000976	tap	GENE	tap
ECK120000977	tar	GENE	tar
ECK120004025	tas	GENE	tas
ECK120004314	tatA	GENE	tatA
ECK120004315	tatB	GENE	tatB
ECK120001438	tatC	GENE	tatC
ECK120001439	tatD	GENE	tatD
ECK120001278	tatE	GENE	tatE
ECK120002831	tauA	GENE	tauA
ECK120002832	tauB	GENE	tauB
ECK120002833	tauC	GENE	tauC
ECK120002281	tauD	GENE	tauD
ECK120001526	tbpA	GENE	tbpA
ECK120000978	tdcA	GENE	tdcA
ECK120000979	tdcB	GENE	tdcB
ECK120000980	tdcC	GENE	tdcC
ECK120001154	tdcD	GENE	tdcD
ECK120004178	tdcE	GENE	tdcE
ECK120004177	tdcF	GENE	tdcF
ECK120004176	tdcG	GENE	tdcG
ECK120000981	tdcR	GENE	tdcR
ECK120000982	tdh	GENE	tdh
ECK120000983	tdk	GENE	tdk
ECK120001813	tehA	GENE	tehA
ECK120001814	tehB	GENE	tehB
ECK120001496	tesA	GENE	tesA
ECK120000984	tesB	GENE	tesB
ECK120002923	tfaD	GENE	tfaD
ECK120001104	tfaE	GENE	tfaE
ECK120003409	tfaQ	GENE	tfaQ
ECK120003291	tfaR	GENE	tfaR
ECK120003797	tfaS	GENE	tfaS
ECK120002925	tfaX	GENE	tfaX
ECK120002606	tff	GENE	tff
ECK120000985	tgt	GENE	tgt
ECK120001535	thiC	GENE	thiC
ECK120003718	thiD	GENE	thiD
ECK120001536	thiE	GENE	thiE
ECK120001537	thiF	GENE	thiF
ECK120001538	thiG	GENE	thiG
ECK120001539	thiH	GENE	thiH
ECK120002849	thiI	GENE	thiI
ECK120003162	thiK	GENE	thiK
ECK120002846	thiL	GENE	thiL
ECK120004467	thiM	GENE	thiM
ECK120001525	thiP	GENE	thiP
ECK120001524	thiQ	GENE	thiQ
ECK120002671	thiS	GENE	thiS
ECK120000987	thrA	GENE	thrA
ECK120000988	thrB	GENE	thrB
ECK120000989	thrC	GENE	thrC
ECK120001251	thrL	GENE	thrL
ECK120000990	thrS	GENE	thrS
ECK120002543	thrT	GENE	thrT
ECK120002544	thrU	GENE	thrU
ECK120002545	thrV	GENE	thrV
ECK120002546	thrW	GENE	thrW
ECK120000991	thyA	GENE	thyA
ECK120000992	tig	GENE	tig
ECK120002716	tilS	GENE	tilS
ECK120002668	tisA	GENE	tisA
ECK120002669	tisB	GENE	tisB
ECK120001391	tktA	GENE	tktA
ECK120002005	tktB	GENE	tktB
ECK120004236	tldD	GENE	tldD
ECK120003870	tmcA	GENE	tmcA
ECK120002181	tmk	GENE	tmk
ECK120000994	tnaA	GENE	tnaA
ECK120000995	tnaB	GENE	tnaB
ECK120001250	tnaC	GENE	tnaC
ECK120000996	tolA	GENE	tolA
ECK120000997	tolB	GENE	tolB
ECK120000998	tolC	GENE	tolC
ECK120000999	tolQ	GENE	tolQ
ECK120001000	tolR	GENE	tolR
ECK120002285	tomB	GENE	tomB
ECK120001001	tonB	GENE	tonB
ECK120001002	topA	GENE	topA
ECK120001003	topB	GENE	topB
ECK120001747	torA	GENE	torA
ECK120001748	torC	GENE	torC
ECK120002084	torD	GENE	torD
ECK120002665	torI	GENE	torI
ECK120002334	torR	GENE	torR
ECK120003114	torS	GENE	torS
ECK120003115	torT	GENE	torT
ECK120003610	torY	GENE	torY
ECK120003609	torZ	GENE	torZ
ECK120002605	tp2	GENE	tp2
ECK120001004	tpiA	GENE	tpiA
ECK120002604	tpke11	GENE	tpke11
ECK120002617	tpke70	GENE	tpke70
ECK120003466	tppB	GENE	tppB
ECK120001005	tpr	GENE	tpr
ECK120003255	tpx	GENE	tpx
ECK120003448	tqsA	GENE	tqsA
ECK120001006	treA	GENE	treA
ECK120002029	treB	GENE	treB
ECK120001368	treC	GENE	treC
ECK120002128	treF	GENE	treF
ECK120002090	treR	GENE	treR
ECK120001007	trg	GENE	trg
ECK120001008	trkA	GENE	trkA
ECK120001009	trkG	GENE	trkG
ECK120001010	trkH	GENE	trkH
ECK120001011	trmA	GENE	trmA
